created	author	ranking	votes	viewers	annotations	ntags	scripts	sd	tags
2014-04-25 12:58:36	264	3.8	5	8	1	4	1	0.83666002653408	technology:robots:lego:internet of things
2014-04-25 13:04:00	264	3.4	5	13	1	3	1	1.1401754250991	web of things:plataform:technology
2014-04-25 13:11:40	264	4	5	12	3	4	1	0.70710678118655	innovation:funny:internet of things:wireless sensor networks
2014-04-25 13:19:49	264	3.33333	6	11	0	1	2	1.211060141639	click to edit
2014-04-25 13:25:32	264	4.2	5	10	1	2	1	0.83666002653408	internet of things:technology
2014-04-25 15:15:59	264	3.5	4	27	2	1	0	0.57735026918963	click to edit
2014-04-25 18:02:09	263	3.66667	3	5	0	2	0	1.1547005383793	mesa multitouch:amilab
2014-04-25 18:02:37	263	4	3	3	1	1	0	1	click to edit
2014-04-25 18:03:13	263	3.5	2	4	1	2	0	0.70710678118655	ambient intelligence:cool music
2014-04-25 18:04:14	263	4	2	6	0	2	0	1.4142135623731	click to edit:ambient intelligence
2014-04-26 00:02:53	266	4	3	3	0	3	0	1	epic:augmented reality:future
2014-04-26 00:04:44	266	3.75	4	5	1	2	0	0.5	augmented reality:apps
2014-04-26 19:59:40	264	3.75	4	6	0	1	0	0.95742710775634	click to edit
2014-04-27 11:08:08	267	2.66667	3	3	0	4	0	0.57735026918963	click to edit:social tv:smart tv:samsung
2014-04-27 11:16:57	267	3	3	4	1	4	1	1	click to edit:social tv:smart tv:samsung
2014-04-27 11:33:48	267	3	3	4	2	3	1	0	smart tv:social tv:social media
2014-04-27 12:04:13	267	3.75	4	4	2	5	1	0.95742710775634	click to edit:hbbtv:smart tv:social tv:technology
2014-04-27 12:18:40	267	3.5	4	18	1	3	1	0.57735026918963	tv:social networks:social media
2014-04-28 21:12:21	261	3.5	2	4	0	1	1	0.70710678118655	click to edit
2014-04-28 23:21:23	266	4	1	2	0	5	0	0	click to edit:augmented reality:future:evolution:information
2014-04-28 23:23:29	266	3	2	4	0	4	0	0	augmented reality:dubstep:apps:demo
2014-04-28 23:49:55	271	4	1	3	0	1	1	0	risks
2014-04-29 00:36:01	271	4	1	13	0	2	1	0	click to edit:web 2.0
